u:\PHYS 402\Lab 4 (D2)\Wirerun6_04mmwidth_27mmgauge_current.txt

DAQ PROGRAM: DIFFN4.prj 

Current Date: 
10-27-2020
Current Time: 
11:17:09
Total Number of Data Points:     
501
Number of Samples per Point:    
30000
Stepper Motor Step Size (Cycles):
10
Stepper Motor Step Size (Steps): 
400
Stepper Motor Step Size (cm):    
0.01
 Start Date:  10-27-2020
 Start Time:  11:03:23

Xpos 	Iobs 	Vobs 	Robs 
       4.609725	       0.053906	      -0.000108	      -0.001924
       4.619725	       0.058847	      -0.000118	      -0.001934
        4.62975	       0.059361	      -0.000119	      -0.001935
        4.63975	        0.05981	       -0.00012	      -0.001936
       4.649725	       0.066213	      -0.000132	      -0.001948
       4.659725	       0.051354	      -0.000103	      -0.001919
        4.66975	       0.083045	      -0.000166	      -0.001982
        4.67975	       0.073925	      -0.000148	      -0.001964
        4.68975	       0.078449	      -0.000157	      -0.001973
       4.699725	       0.097871	      -0.000196	      -0.002012
        4.70975	       0.110387	      -0.000221	      -0.002037
        4.71975	       0.094886	       -0.00019	      -0.002006
        4.72975	       0.102992	      -0.000206	      -0.002022
        4.73975	       0.089584	      -0.000179	      -0.001995
       4.749725	       0.097981	      -0.000196	      -0.002012
       4.759725	       0.079391	      -0.000159	      -0.001975
        4.76975	       0.076499	      -0.000153	      -0.001969
        4.77975	       0.061695	      -0.000123	      -0.001939
        4.78975	        0.05693	      -0.000114	       -0.00193
        4.79975	       0.076226	      -0.000152	      -0.001969
       4.809725	       0.062007	      -0.000124	       -0.00194
        4.81975	       0.061826	      -0.000124	       -0.00194
        4.82975	        0.07777	      -0.000156	      -0.001972
